sc,L/S,TOS 15min,TOS 1hr,TOS 1day,Profit,Orders,wins,loses,positive,negative,Win %,Risk %,winrisk,second16,first17,second17,first18,second18,first19,Cons,Either,Swins,Slosses,min,17,172,18,182,19,192,Rank
shortATR15:LATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:UBBW15:LBBb15:BBBW1h:HBBb1h:BBBW1d:HBBb1d:B,short, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,-87.5,1,0,1,0,-87.5,0,0,N,,,,,,,,Y,0,-87.5,43409.13542,,,,43409.13542,,,99.97154472
longATR15:LATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:UBBW15:LBBb15:TBBW1h:HBBb1h:BBBW1d:HBBb1d:B,long, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,262.5,2,1,1,400,-137.5,0.5,2.909090909,Y,,,,,,,,Y,400,-137.5,43409.14583,,,,43409.14583,,,100.0853659
shortATR15:LATR1:AATRD:HCCI15:ILCCIA15:IUCCIA1h:ILCCIA1d:UBBW15:LBBb15:BBBW1h:HBBb1h:BBBW1d:HBBb1d:B,short, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,-112.5,1,0,1,0,-112.5,0,0,N,,,,,,,,Y,0,-112.5,43409.16667,,,,43409.16667,,,99.96341463
shortATR15:LATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:ILCCIA1d:UBBW15:HBBb15:TBBW1h:HBBb1h:TBBW1d:HBBb1d:B,short, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,-325,2,0,2,0,-162.5,0,0,N,,,,,,,,Y,0,-325,43409.3125,,,,43409.3125,,43698.21875,99.89430894
longATR15:LATR1:AATRD:HCCI15:OCCIA15:IUCCIA1h:ILCCIA1d:UBBW15:LBBb15:TBBW1h:ABBb1h:TBBW1d:HBBb1d:B,long, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,-412.5,1,0,1,0,-412.5,0,0,N,,,,,,,,Y,0,-412.5,43409.39583,,,,43409.39583,,,99.86585366
shortATR15:AATR1:AATRD:HCCI15:ILCCIA15:IUCCIA1h:ILCCIA1d:UBBW15:LBBb15:BBBW1h:ABBb1h:TBBW1d:HBBb1d:B,short, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,-625,1,0,1,0,-625,0,0,N,,,,,,,,Y,0,-625,43409.42708,,,,43409.42708,,,99.79674797
longATR15:AATR1:AATRD:HCCI15:OCCIA15:IUCCIA1h:ILCCIA1d:UBBW15:LBBb15:OBBW1h:ABBb1h:TBBW1d:HBBb1d:B,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] > 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,-300,1,0,1,0,-300,0,0,N,,,,,,,,Y,0,-300,43409.45833,,,,43409.45833,,,99.90243902
shortATR15:AATR1:AATRD:HCCI15:IUCCIA15:OCCIA1h:ILCCIA1d:UBBW15:MBBb15:BBBW1h:ABBb1h:TBBW1d:HBBb1d:B,short, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,-225,1,0,1,0,-225,0,0,N,,,,,,,,Y,0,-225,43409.53125,,,,43409.53125,,,99.92682927
longATR15:AATR1:AATRD:HCCI15:OCCIA15:IUCCIA1h:ILCCIA1d:UBBW15:MBBb15:TBBW1h:HBBb1h:TBBW1d:HBBb1d:B,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,300,1,1,0,300,0,1,1,Y,,,,,,,,Y,300,0,43409.57292,,,,43409.57292,,,100.097561
shortATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:ILCCIA1d:UBBW15:HBBb15:TBBW1h:HBBb1h:OBBW1d:HBBb1d:B,short, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .8 and bbp[1] > 100, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,-200,1,0,1,0,-200,0,0,N,,,,,,,,Y,0,-200,43409.64583,,,,43409.64583,,,99.93495935
longATR15:LATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:OCCIA1d:UBBW15:LBBb15:BBBW1h:HBBb1h:TBBW1d:HBBb1d:B,long, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,100,1,1,0,100,0,1,1,Y,,,,,,,,Y,100,0,43409.97917,,,,43409.97917,,,100.0325203
shortATR15:LATR1:AATRD:HCCI15:IUCCIA15:OCCIA1h:OCCIA1d:UBBW15:LBBb15:TBBW1h:HBBb1h:TBBW1d:HBBb1d:B,short, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,500,1,1,0,500,0,1,1,Y,,,,,,,,Y,500,0,43410.11458,,,,43410.11458,,,100.1626016
longATR15:LATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:OCCIA1d:UBBW15:HBBb15:BBBW1h:HBBb1h:BBBW1d:HBBb1d:B,long, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] < -100 and bbw[1] > .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,662.5,1,1,0,662.5,0,1,1,Y,,,,,,,,Y,662.5,0,43410.22917,,,,43410.22917,,,100.2154472
shortATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:UBBW15:HBBb15:TBBW1h:ABBb1h:TBBW1d:HBBb1d:B,short, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,-437.5,1,0,1,0,-437.5,0,0,N,,,,,,,,Y,0,-437.5,43410.47917,,,,43410.47917,,,99.85772358
longATR15:AATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:UBBW15:MBBb15:TBBW1h:HBBb1h:TBBW1d:HBBb1d:B,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,-100,1,0,1,0,-100,0,0,N,,,,,,,,Y,0,-100,43410.66667,,,,43410.66667,,,99.96747967
shortATR15:AATR1:AATRD:HCCI15:IUCCIA15:OCCIA1h:OCCIA1d:UBBW15:HBBb15:TBBW1h:HBBb1h:OBBW1d:HBBb1d:B,short, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 100, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,-225,1,0,1,0,-225,0,0,N,,,,,,,,Y,0,-225,43410.78125,,,,43410.78125,,,99.92682927
longATR15:AATR1:AATRD:HCCI15:OCCIA15:IUCCIA1h:OCCIA1d:UBBW15:HBBb15:TBBW1h:HBBb1h:TBBW1d:HBBb1d:B,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] >= 0 and bbp[1] <= 50,412.5,1,1,0,412.5,0,1,1,Y,,,,,,,,Y,412.5,0,43410.84375,,,,43410.84375,,,100.1341463
longATR15:AATR1:AATRD:ACCI15:OCCIA15:IUCCIA1h:OCCIA1d:UBBW15:MBBb15:OBBW1h:HBBb1h:TBBW1d:HBBb1d:T,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] > 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,475,2,1,1,662.5,-187.5,0.5,3.533333333,Y,,,,,,,,Y,662.5,-187.5,43411.13542,,,,43411.13542,43625.76042,,100.1544715
shortATR15:AATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:OCCIA1d:UBBW15:HBBb15:TBBW1h:HBBb1h:OBBW1d:HBBb1d:T,short, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,-437.5,3,2,1,137.5,-712.5,0.666666667,0.192982456,Y,,,,,,,,Y,275,-712.5,43411.21875,,,,43411.21875,43623.46875,,99.85772358
longATR15:AATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:OCCIA1d:UBBW15:MBBb15:TBBW1h:HBBb1h:TBBW1d:HBBb1d:T,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,587.5,1,1,0,587.5,0,1,1,Y,,,,,,,,Y,587.5,0,43411.40625,,,,43411.40625,,,100.1910569
shortATR15:AATR1:HATRD:ACCI15:OCCIA15:OCCIA1h:OCCIA1d:UBBW15:HBBb15:TBBW1h:HBBb1h:OBBW1d:HBBb1d:T,short, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 10 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,-500,1,0,1,0,-500,0,0,N,,,,,,,,Y,0,-500,43411.53125,,,,43411.53125,,,99.83739837
longATR15:AATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:OCCIA1d:UBBW15:HBBb15:TBBW1h:HBBb1h:TBBW1d:HBBb1d:T,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] < -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,287.5,1,1,0,287.5,0,1,1,Y,,,,,,,,Y,287.5,0,43411.64583,,,,43411.64583,,,100.0934959
longATR15:LATR1:AATRD:HCCI15:ILCCIA15:UCCIA1h:OCCIA1d:ILBBW15:LBBb15:TBBW1h:HBBb1h:TBBW1d:HBBb1d:T,long, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] < -100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 50 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,-37.5,1,0,1,0,-37.5,0,0,N,,,,,,,,Y,0,-37.5,43412.11458,,,,43412.11458,,,99.98780488
shortATR15:LATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:OCCIA1d:ILBBW15:LBBb15:BBBW1h:HBBb1h:TBBW1d:HBBb1d:T,short, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 50 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,287.5,2,1,1,362.5,-75,0.5,4.833333333,Y,,,,,,,,Y,362.5,-75,43412.17708,,,,43412.17708,43476,,100.0934959
longATR15:LATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:IUCCIA1d:ILBBW15:HBBb15:BBBW1h:HBBb1h:BBBW1d:HBBb1d:T,long, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] < -100 and bbw[1] > .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] > .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] > 50 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,212.5,1,1,0,212.5,0,1,1,Y,,,,,,,,Y,212.5,0,43412.26042,,,,43412.26042,,,100.0691057
shortATR15:AATR1:AATRD:HCCI15:IUCCIA15:OCCIA1h:IUCCIA1d:ILBBW15:MBBb15:TBBW1h:ABBb1h:TBBW1d:HBBb1d:T,short, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] > 50 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,112.5,1,1,0,112.5,0,1,1,Y,,,,,,,,Y,112.5,0,43412.54167,,,,43412.54167,,,100.0365854
longATR15:AATR1:AATRD:HCCI15:ILCCIA15:UCCIA1h:IUCCIA1d:ILBBW15:HBBb15:TBBW1h:ABBb1h:UBBW1d:HBBb1d:T,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] < -100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] < 0, if ATR[1] > 50 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,-100,1,0,1,0,-100,0,0,N,,,,,,,,Y,0,-100,43412.66667,,,,43412.66667,,,99.96747967
shortATR15:AATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:ILBBW15:MBBb15:TBBW1h:ABBb1h:BBBW1d:HBBb1d:T,short, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] > 50 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,50,1,1,0,50,0,1,1,Y,,,,,,,,Y,50,0,43412.84375,,,,43412.84375,,,100.0162602
longATR15:AATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:ILBBW15:LBBb15:BBBW1h:ABBb1h:BBBW1d:HBBb1d:T,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] > 50 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,62.5,1,1,0,62.5,0,1,1,Y,,,,,,,,Y,62.5,0,43412.95833,,,,43412.95833,,,100.0203252
shortATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:ILBBW15:LBBb15:BBBW1h:LBBb1h:TBBW1d:HBBb1d:T,short, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] < .5 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,400,1,1,0,400,0,1,1,Y,,,,,,,,Y,400,0,43413.04167,,,,43413.04167,,,100.1300813
longATR15:LATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:ILBBW15:HBBb15:BBBW1h:ABBb1h:UBBW1d:HBBb1d:T,long, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] < -100 and bbw[1] > .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] < 0, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,-275,1,0,1,0,-275,0,0,N,,,,,,,,Y,0,-275,43413.17708,,,,43413.17708,,,99.91056911
shortATR15:LATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:ILBBW15:HBBb15:BBBW1h:ABBb1h:BBBW1d:HBBb1d:T,short, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] < -100 and bbw[1] > .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,437.5,1,1,0,437.5,0,1,1,Y,,,,,,,,Y,437.5,0,43413.25,,,,43413.25,,,100.1422764
shortATR15:AATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:ILBBW15:HBBb15:TBBW1h:HBBb1h:BBBW1d:HBBb1d:T,short, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] < -100 and bbw[1] > .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,-50,1,0,1,0,-50,0,0,N,,,,,,,,Y,0,-50,43413.69792,,,,43413.69792,,,99.98373984
longATR15:AATR1:AATRD:ACCI15:IUCCIA15:ILCCIA1h:UCCIA1d:ILBBW15:HBBb15:TBBW1h:HBBb1h:BBBW1d:HBBb1d:T,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] < -100 and bbw[1] > .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > 5 and bbp[1] > 50 and bbp[1] <= 100,512.5,1,1,0,512.5,0,1,1,Y,,,,,,,,Y,512.5,0,43415.80208,,,,43415.80208,,,100.1666667
